Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,nan,,
U-Sing,Wii,2009,Misc,nan,,
Outlaw Golf 2,PS2,2004,Sports,63,tbd,M
Momotarou Dentetsu 12,PS2,2003,Misc,nan,,
LocoRoco 2,PSP,2008,Platform,85,8.4,E
Football Manager Handheld 2010,PSP,2009,Sports,69,6.9,E
Disney's Tarzan: Return to the Jungle,GBA,2002,Action,68,tbd,E
Batman: Rise of Sin Tzu,PS2,2003,Action,63,8.3,T
Cabela's Dangerous Hunts,XB,2003,Sports,nan,9.1,T
AMF Bowling World Lanes,Wii,2008,Sports,nan,1.1,E
Kinectimals: Now with Bears!,X360,2011,Misc,nan,,
G-Force,PSP,2009,Action,nan,8.8,E10+
Worms: Open Warfare 2,DS,2007,Strategy,81,9.1,E10+
Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,nan,,
Dark Void,PS3,2010,Action,59,6,T
Guitar Hero: Smash Hits,PS3,2009,Misc,73,7.2,T
Mega Man X3,SNES,1995,Action,nan,,
Stunt Race FX,SNES,1993,Racing,nan,,
NHL 2K10,Wii,2009,Sports,79,6.8,E10+
Bloody Roar 3,PS2,2001,Fighting,71,8.6,T
WWE Crush Hour,PS2,2003,Racing,56,5.3,T
Persona 2: Eternal Punishment,PS,2000,Role-Playing,83,8.4,T
Homefront: The Revolution,PS4,2016,Shooter,48,3.8,M
Assassin's Creed III,WiiU,2012,Action,85,7.1,M
One Piece: Burning Blood,PS4,2016,Fighting,66,7.8,T
Star Wars: Flight of the Falcon,GBA,2003,Action,39,5.8,E
One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,nan,,
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,67,8.2,E10+
Toukiden: The Age of Demons,PSV,2013,Action,71,8,T
Metro: Last Light,X360,2013,Action,80,8.4,
Jikkyou Powerful Pro Yakyuu 2000,N64,2000,Sports,nan,,
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,nan,Action,nan,,
Football Manager 2016,PC,2015,Simulation,81,6.9,E
Resident Evil: Dead Aim,PS2,2003,Action,65,6.6,M
Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009,Strategy,nan,,
Need for Speed Carbon,GC,2006,Racing,75,7.8,E10+
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003,Action,nan,tbd,E
FIFA Soccer 13,PSP,2012,Action,nan,3.2,E
The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,nan,,
EA Sports MMA,X360,2010,Fighting,79,7,T
Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,nan,,
Xbox Music Mixer,XB,2003,Misc,49,tbd,E
Defiance,PS3,2013,Shooter,59,6.9,M
Terminator Salvation,X360,2009,Shooter,48,5,T
CSI: Deadly Intent - The Hidden Cases,DS,2009,Adventure,nan,,
College Hoops 2K8,PS2,2007,Sports,66,tbd,E
Destiny: The Taken King,X360,2015,Shooter,nan,4.4,T
Pac-Man All-Stars,PS3,2011,Fighting,nan,,
Guitar Hero: Metallica,PS2,2009,Misc,nan,7.6,T
Guilty Gear X2,PS2,2002,Fighting,87,8.7,T
Chicken Shoot,Wii,2007,Action,27,4.8,E10+
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,70,6.9,M
From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,nan,,
MotoGP 08,X360,2008,Racing,68,5.6,E
LEGO Marvel's Avengers,XOne,2016,Action,71,5.1,E10+
The Tale of Despereaux,PS2,2008,Platform,nan,tbd,E10+
Aggressive Inline,PS2,2002,Sports,85,8.7,T
Mirror's Edge Catalyst,PS4,2016,Platform,69,4.7,T
Sniper Elite 3,XOne,2014,Shooter,63,6.6,M
Hello Kitty Daily,DS,2008,Misc,nan,,
NFL Street,GC,2004,Sports,81,8,E
Karaoke Revolution,PS2,2003,Misc,83,9.1,E
Metal Arms: Glitch in the System,PS2,2003,Shooter,81,8.9,T
Tropico 4,X360,nan,Strategy,77,7.5,T
Jikkyou Powerful Pro Yakyuu 7,PS2,2000,Sports,nan,,
Rally Cross 2,PS,1998,Racing,nan,,
EverGrace,PS2,2000,Role-Playing,59,7.8,T
Enemy Territory: Quake Wars,PS3,2008,Shooter,60,6.4,T
Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,86,8.9,T
Street Fighter Alpha: Warriors' Dreams,SAT,1996,Fighting,nan,,
Rugrats: Royal Ransom,PS2,2002,Platform,nan,tbd,E
MLB 06: The Show,PSP,2006,Sports,83,8.5,E
Over the Hedge,GC,2006,Platform,61,9.3,E10+
Tomb Raider (2013),PC,nan,Action,86,8.5,M
Charlie and the Chocolate Factory,PS2,2005,Adventure,35,4.1,E
TrackMania Turbo,PS4,2016,Action,81,7.9,E
Kurushi Final: Mental Blocks,PS,1998,Puzzle,nan,,
Risk / Battleship / Clue,GBA,2005,Misc,nan,,
Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,85,6.7,E
Def Jam Icon,X360,2007,Action,69,6.3,M
SD Gundam G Generation World,PSP,2011,Strategy,nan,,
The Wild Thornberrys Movie,GBA,2002,Platform,nan,tbd,E
High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,nan,,
Hannah Montana: The Movie,Wii,2009,Adventure,nan,tbd,E
Dynasty Warriors 5 Empires,PS2,2006,Action,62,9.1,T
Call of Duty: Ghosts,WiiU,2013,Shooter,69,3.4,M
Transformers: Dark of the Moon,PS3,2011,Action,57,5.6,T
SoulCalibur,DC,1999,Fighting,98,8.8,T
WipEout 3,PS,1999,Racing,89,8.5,E
UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,nan,,
SpongeBob's Boating Bash,Wii,2010,Misc,nan,7.6,E
Classic NES Series: Ice Climber,GBA,2004,Platform,66,tbd,E
Pirates of the Caribbean: At World's End,DS,2007,Action,66,tbd,E10+
WWE '12,Wii,2011,Fighting,74,5.2,T
WWE All Stars,X360,2011,Fighting,75,7.2,T
Mini Ninjas,PS3,2009,Action,73,8.7,E10+
Tekken Tag Tournament 2,X360,2012,Fighting,83,7.5,T
Freeway,2600,1980,Action,nan,,
Driver 2 Advance,GBA,2002,Action,73,6.6,T
Monster Rancher 4,PS2,2003,Simulation,77,9.1,E
Mini Ninjas,DS,2009,Action,61,5.8,E10+
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,65,8.6,E10+
Iron Storm,SAT,1995,Shooter,nan,,
Battalion Wars 2,Wii,2007,Strategy,75,7.6,T
MotorStorm: Arctic Edge,PS2,2009,Racing,72,8.3,T
The Fairly Odd Parents: Shadow Showdown,GBA,2004,Platform,nan,,
Marvel Super Heroes,PS,1997,Fighting,nan,,
Super Bust-A-Move,PS2,2000,Puzzle,75,tbd,E
Hitman: Contracts,XB,2004,Shooter,78,8.8,M
Supreme Commander 2,X360,2010,Strategy,75,7.1,E10+
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,65,8.1,T
Frostbite,2600,1983,Action,nan,,
Alien's Return,2600,1982,Action,nan,,
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,nan,,
Avatar: The Last Airbender - The Burning Earth,DS,2007,Action,nan,,
Racquet Sports,PS3,2010,Sports,45,4.3,E
Company of Heroes 2,PC,2013,Strategy,80,2.1,M
Trauma Center: Second Opinion,Wii,2006,Simulation,80,8,T
DanceDanceRevolution,Wii,2010,Simulation,nan,tbd,E
WWE Day of Reckoning 2,GC,2005,Fighting,76,6,T
NBA 2K12,Wii,2011,Sports,nan,6.8,E
The Urbz: Sims in the City,XB,2004,Simulation,70,6.5,T
Fantastic Voyage,2600,1981,Action,nan,,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010,Sports,nan,,
Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,nan,,
Rayman Legends,XOne,2014,Platform,91,7.9,E10+
SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,67,7.6,E
Monopoly,PS3,2008,Misc,54,6.7,E
SimCity Creator,DS,2008,Simulation,69,7.3,E
Off Road Challenge,N64,1998,Racing,nan,,
Tenchu Z,X360,2006,Action,56,7.3,M
Bank Heist,2600,1982,Action,nan,,
Conan,PS3,2007,Action,69,7.2,M
Backstreet Billiards,PS,1998,Misc,nan,,
Carnival,2600,1981,Shooter,nan,,
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,60,6.3,M
MVP 06 NCAA Baseball,XB,2006,Sports,75,8.6,E
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,59,7.2,T
Momotarou Dentetsu DS: Tokyo & Japan,DS,2007,Misc,nan,,
Point Blank,PS,1997,Shooter,nan,,
Disney Infinity 3.0,XOne,2015,Action,nan,,
Speed Racer: The Videogame,DS,2008,Racing,nan,,
F.E.A.R.,X360,2006,Shooter,85,7.3,M
Tiny Tank,PS,1998,Action,nan,,
Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010,Strategy,nan,,
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,77,7.9,T
Smart Girl's Party Game,DS,2008,Misc,nan,tbd,E
Spy Hunter,XB,2002,Racing,71,tbd,T
James Bond 007: Legends,PS3,2012,Shooter,nan,,
The Sims 3: Town Life Stuff,PC,2011,Simulation,nan,6.3,T
Herbie: Fully Loaded,GBA,2005,Racing,47,6.8,E
Teenage Mutant Ninja Turtles,GC,2003,Action,57,8,E
Kameo: Elements of Power,X360,2005,Action,79,8.1,T
Football Manager Handheld 2008,PSP,2007,Sports,nan,,
Dynasty Warriors 6 Empires,PS3,2009,Action,62,7,T
The Shoot,PS3,2010,Shooter,60,6.2,T
Disney Sing It: Pop Hits,PS2,2009,Misc,nan,,
Dead or Alive 5,PS4,2015,Fighting,nan,,
My Baby Boy,DS,2008,Simulation,nan,tbd,E
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,82,8.7,E10+
Dynasty Warriors: Gundam 2,PS2,2008,Action,52,6.5,T
Star Ocean: Second Evolution,PSP,2008,Role-Playing,75,7.1,T
Imagine: Movie Star,DS,2008,Simulation,nan,tbd,E
Fade to Black,PS,1996,Action,nan,,
MXRider,PS2,2001,Racing,69,6.8,E
Disney Magic World 2,3DS,2015,Action,nan,,
Delta Force: Black Hawk Down,XB,2005,Shooter,61,6.6,T
Pirates of the Caribbean: At World's End,X360,2007,Action,58,5.3,T
Angry Birds Star Wars,3DS,2013,Strategy,nan,3,E
World Championship Poker 2: Featuring Howard Lederer,PS2,2005,Misc,67,tbd,T
The Eye of Judgment,PS3,2007,Misc,75,8.2,T
Sengoku Musou 3 Z,PS3,2011,Action,nan,,
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,66,6,T
Iron Man 2,DS,2010,Action,54,tbd,E10+
Tokyo Highway Battle,PS,1996,Racing,nan,,
NHL 09,PS3,2008,Sports,88,7.7,E10+
World of Final Fantasy,PS4,2016,Role-Playing,77,8.3,E10+
Beyond Good & Evil,PS2,2003,Adventure,nan,,
Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,72,8.1,E
Bomberman World,PS,1998,Puzzle,nan,,
Bejeweled 3,DS,nan,Puzzle,75,tbd,E
NHL 17,PS4,2016,Sports,78,5.8,E10+
Mega Man ZX Advent,DS,2007,Platform,78,8.6,E10+
Transformers: Revenge of the Fallen (DS Versions),DS,2009,Action,nan,,
NCAA Basketball 10,PS3,2009,Sports,75,7.8,E
Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,nan,,
Jeanne d'Arc,PSP,2006,Role-Playing,87,8.2,T
Deathtrap Dungeon,PS,1998,Action,nan,,
Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,nan,,
Night at the Museum: Battle of the Smithsonian,DS,2009,Action,nan,tbd,E
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,44,5.4,T
Avatar: The Last Airbender,DS,2006,Adventure,64,6.4,E
Ape Escape Academy,PSP,2004,Misc,51,5.8,E10+
WWE Wrestlemania XIX,GC,2003,Fighting,76,8.7,T
The Sims 2,GC,2005,Simulation,73,8.3,T
Hulk,XB,2003,Action,69,7.7,T
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,65,8.3,T
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,91,9.1,E
Deus Ex: Invisible War,XB,2003,Shooter,84,7.6,M
Disney's Treasure Planet,PS2,2002,Action,nan,tbd,E
NASCAR Thunder 2002,XB,2001,Racing,82,tbd,E
The King of Fighters XIII,X360,2011,Fighting,79,8.2,T
BeatMania Append GottaMix,PS,1999,Simulation,nan,,
Tak 2: The Staff of Dreams,GC,2004,Platform,75,8.6,E
Fracture,X360,2008,Shooter,63,6.2,T
Ninja Blade,X360,2009,Action,68,6.8,M
Bookworm,DS,2009,Puzzle,80,tbd,E
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,62,6.7,E10+
Bee Movie Game,Wii,2007,Action,62,7.6,E
Kelly Slater's Pro Surfer,PS2,2002,Sports,77,8.4,E
Sniper: Ghost Warrior 2,PS3,2013,Shooter,52,6,M
Shrek SuperSlam,GBA,2005,Action,58,tbd,E10+
Legends of Wrestling II,PS2,2002,Fighting,59,6.7,T
World Stadium 3,PS,1999,Sports,nan,,
LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,67,tbd,E10+
Extra Bases,GB,1990,Sports,nan,,
Super Power League 2,SNES,1994,Sports,nan,,
Virtua Tennis 2009,X360,2009,Sports,70,6.2,E
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,80,8,T
MLB 09: The Show,PS2,2009,Sports,79,7.5,E
Cool Boarders 2001,PS2,2001,Sports,78,tbd,E
Hell's Kitchen: The Game,Wii,2008,Simulation,nan,,
Classic NES Series: Castlevania,GBA,2004,Platform,74,8.6,E
Scooby-Doo! First Frights,PS2,2009,Action,nan,,
Fight Night Round 3,XB,2006,Fighting,83,9,T
GT Advance Championship Racing,GBA,2001,Racing,82,tbd,E
Way of the Samurai 2,PS2,2003,Action,59,9,M
Planet Puzzle League,DS,2007,Puzzle,86,8.2,E
BattleTanx,N64,1998,Action,nan,,
Custom Robo,N64,nan,Role-Playing,nan,,
Naruto: Rise of a Ninja,X360,2007,Action,78,8.6,T
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,60,5.4,T
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,nan,,
Pitfall 3D: Beyond the Jungle,PS,1998,Platform,nan,,
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,84,6.4,T
Clock Tower 3,PS2,2002,Adventure,69,7.6,M
Battle Dodge Ball,SNES,1991,Sports,nan,,
Etrian Odyssey,DS,2007,Role-Playing,75,8.5,T
Call Of Duty 2: Big Red One,GC,2005,Shooter,76,7.9,T
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,61,6.6,T
Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,54,tbd,E10+
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,84,8.9,T
NeoGeo Battle Coliseum,PS2,2005,Fighting,66,8.8,T
Resonance of Fate,X360,2010,Role-Playing,74,7.7,T
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,47,6.6,T
We Sing Deutsche Hits,Wii,2011,Misc,nan,,
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,74,7.7,E
MLB 08: The Show,PSP,2008,Sports,83,8.4,E
Parodius,PS,1994,Shooter,nan,,
The X-Factor,Wii,2010,Misc,nan,,
Spy Kids 3-D: Game Over,GBA,2003,Platform,62,7.7,E
Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,nan,,
Capcom Classics Collection Reloaded,PSP,2006,Misc,75,tbd,T
NCAA GameBreaker 2001,PS,2000,Sports,69,tbd,E
Power Rangers: Ninja Storm,GBA,2003,Misc,55,7.8,E
Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,nan,,
Medal of Honor: Warfighter,PC,2012,Action,55,5.4,M
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,nan,,
MVP Baseball 2005,GC,2005,Sports,88,8.7,E
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007,Misc,nan,,
SSX Blur,Wii,2007,Sports,74,8.1,E
DX Game of Life 2,PS,1997,Misc,nan,,
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,80,8.1,M
NBA Live 96,PS,1996,Sports,nan,,
Harry Potter and the Half-Blood Prince,PS3,2009,Action,66,7.1,E10+
Alien: Isolation,PS3,2014,Shooter,nan,8.3,M
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,nan,,
Teen Titans,GC,2006,Action,63,6.9,E10+
Def Jam Rapstar,Wii,2010,Misc,65,tbd,T
MX vs. ATV Untamed,Wii,2008,Racing,70,8.3,E
Frogger II: Threeedeep!,2600,1983,Action,nan,,
Binary Domain,PS3,2012,Action,72,8.2,M
NBA Live 06,GC,2005,Sports,76,tbd,E
Fireball,2600,1981,Action,nan,,
Dr. Mario / Puzzle League,GBA,2005,Puzzle,74,tbd,E
Family Party: 90 Great Games Party Pack,Wii,2010,Misc,nan,tbd,E10+
DECA Sports Freedom,X360,2010,Sports,26,3.7,E10+
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,nan,,
NBA 2K10,PSP,2009,Sports,nan,8.1,E
Major League Baseball 2K6,XB,2006,Sports,71,5.7,E
Golden Axe: Beast Rider,X360,2008,Action,45,5.8,M
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,nan,,
EA Playground,DS,2007,Sports,60,7.6,E
Buzz! The Ultimate Music Quiz,PS3,2010,Misc,nan,,
Discovery Kids: Puppy Playtime,DS,2009,Simulation,nan,tbd,E
The Witcher: Enhanced Edition,PC,2008,Role-Playing,86,8.5,M
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,65,tbd,E
Nicktoons: Movin',PS2,2004,Action,nan,tbd,E
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,65,8.2,E
Chicken Riot,Wii,2010,Action,nan,tbd,T
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,nan,,
Might & Magic Heroes VI,PC,2011,Role-Playing,nan,,
Iron Man 2,Wii,2010,Action,41,4.6,T
SWAT: Global Strike Team,PS2,2003,Shooter,69,7.8,M
NCAA Basketball 10,X360,2009,Sports,75,tbd,E
Championship Bass,PS,1999,Sports,nan,,
The Adventures of Tintin: The Game,Wii,2011,Action,nan,5.7,E10+
Battlestations: Pacific,X360,2009,Strategy,76,7.4,T
Elebits,Wii,2006,Action,75,7.4,E
Style Lab: Jewelry Design,DS,2009,Simulation,nan,tbd,E
Def Jam Rapstar,PS3,2010,Misc,75,6.3,T
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,80,8.5,E10+
Just Dance 2016,XOne,2015,Misc,66,6.1,E10+
Golden Axe: Beast Rider,PS3,2008,Action,44,5.6,M
Dead Space 2,PC,2011,Shooter,87,8.3,M
NHL Breakaway 98,N64,1998,Sports,nan,,
Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,nan,,
Bratz: Girlz Really Rock,DS,2008,Action,nan,tbd,E
Minute to Win It,X360,2011,Misc,nan,tbd,E
Kinetica,PS2,2001,Racing,77,8.3,T
The Black Eyed Peas Experience,X360,2011,Misc,66,5.8,T
NBA Street V3,XB,2005,Sports,89,8.9,E
Bust-A-Move '99,PS,1997,Puzzle,nan,,
Dragon Quest Monsters 1·2,PS,2002,Role-Playing,nan,,
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,50,5.2,T
Remember Me,PS3,2013,Action,72,7.4,M
Silent Hill: Downpour,X360,2012,Action,68,7.3,M
OverBlood,PS,1996,Action,nan,,
Dead Rising 2: Off the Record,PS3,2011,Action,72,7.1,M
ESPN X-Games Pro Boarder,PS,1997,Sports,nan,,
Dragon Ball: XenoVerse,XOne,2015,Fighting,67,7.2,T
Eternal Sonata,X360,2007,Role-Playing,79,7.9,T
Harvest Moon: Back to Nature,PS,1999,Simulation,82,9.3,E
Dead or Alive 5,X360,2012,Fighting,76,7.9,M
Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,nan,,
Final Fantasy XI,PS2,nan,Role-Playing,85,6.9,T
Dragon Ball Heroes: Ultimate Mission 2 ,3DS,2014,Strategy,nan,,
Overlord II,X360,2009,Action,75,7.2,T
Madden NFL 09,DS,2008,Sports,nan,7.8,E
Dance Dance Revolution Universe,X360,2007,Simulation,74,8.8,E10+
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,nan,,
Batman: Arkham Asylum,PC,2009,Action,91,8.7,T
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,67,7.6,T
Darkwatch,PS2,2005,Shooter,74,8.4,M
Tony Hawk's American Wasteland,X360,2005,Sports,75,7.2,T
Beautiful Katamari,X360,2007,Puzzle,73,7,E
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,nan,tbd,E10+
Pony Friends 2,DS,2009,Simulation,nan,tbd,E
My Baby: First Steps,DS,2009,Simulation,nan,tbd,E
Prince of Persia: The Sands of Time,GC,2003,Action,92,8.4,T
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,43,5.7,T
Sky Odyssey,PS2,2000,Simulation,79,8.4,E
Nagano Winter Olympics 98,N64,1997,Sports,nan,,
Rayman 2: The Great Escape,PS,2000,Platform,nan,,
Just Dance 2016,X360,2015,Misc,nan,6,E10+
Kirby's Block Ball,GB,1995,Puzzle,nan,,
World of Warcraft: Legion,PC,2016,Role-Playing,88,7.5,T
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,81,8.4,T
Bleach: Shattered Blade,Wii,2006,Fighting,58,7.5,T
FIFA Street 3,PS3,2008,Sports,63,6.9,E
Fortress,GBA,2001,Action,64,tbd,E
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,nan,tbd,E
FIFA 2001 Major League Soccer,PS,2000,Sports,85,7.8,E
Operation Flashpoint: Red River,PS3,2011,Shooter,67,6.3,M
Power Rangers Samurai,Wii,2011,Action,45,tbd,E10+
Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,nan,tbd,E10+
DiRT 2,PSP,2009,Racing,55,5.7,E10+
Rally Cross,PS,1997,Racing,nan,,
Frogger's Adventures: The Rescue,PS2,2003,Platform,59,8.5,E
Silent Hill HD Collection,PS3,2012,Action,70,4.8,M
Extreme Pinball,PS,1995,Misc,nan,,
Singularity,X360,nan,Shooter,76,7.7,M
Karaoke Revolution Volume 3,PS2,2004,Misc,82,7.8,E
Vin Diesel: Wheelman,PS3,2009,Racing,nan,,
Army of Two: The 40th Day,PSP,2010,Shooter,49,6,M
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,nan,,
Street Fighter Alpha 2,SAT,1995,Fighting,nan,,
Persona 4: Dancing All Night,PSV,2015,Misc,76,8.6,T
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,nan,,
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,nan,,
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,nan,,
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,68,8,T
Wipeout 2,Wii,2011,Misc,nan,tbd,E10+
SpongeBob SquarePants: Double Pack,GBA,2005,Platform,nan,,
Tetris 2 + Bombliss,NES,1991,Puzzle,nan,,
Disney's Extreme Skate Adventure,PS2,2003,Sports,78,8.3,E
Rock Band Country Track Pack,PS2,2009,Misc,nan,tbd,E10+
Prey,X360,2006,Shooter,79,7.3,M
"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,Adventure,nan,,
Dragster,2600,nan,Racing,nan,,
Frankenstein's Monster,2600,1982,Action,nan,,
Shaun White Snowboarding,PSP,2008,Sports,70,7.5,E10+
Riven: The Sequel to Myst,PS,1997,Adventure,nan,,
Folklore,PS3,2007,Role-Playing,75,8.2,T
Derby Stallion DS,DS,2008,Sports,nan,,
Murdered: Soul Suspect,PS4,2014,Action,59,6.9,M
The Darkness II,PS3,2012,Shooter,79,7.6,M
NBA 2K3,XB,2002,Sports,87,7.9,E
Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,nan,,
Shin Momotarou Densetsu,SNES,1993,Role-Playing,nan,,
From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,nan,,
Sega Smash Pack,GBA,2002,Misc,60,tbd,E
All-Star Baseball 2005,PS2,nan,Sports,72,8.6,E
The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,nan,,
Shin Super Robot Taisen Special Disk,PS,1997,Strategy,nan,,
Live A Live,SNES,1994,Role-Playing,nan,,
NFL Fever 2004,XB,2003,Sports,74,8.8,E
Madden NFL 2002,GBA,2001,Sports,nan,tbd,E
Bigfoot: Collision Course,Wii,2008,Racing,nan,tbd,E
FIFA Street 3,X360,2008,Sports,63,6.9,E
Cabela's Dangerous Hunts 2011,X360,2010,Sports,55,tbd,T
UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,nan,,
Test Drive Unlimited,X360,2006,Racing,82,8,E10+
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,58,8.7,T
The Biggest Loser,DS,2009,Sports,63,tbd,E
Power Rangers Samurai,DS,2011,Action,nan,tbd,E10+
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,81,7.9,M
4x4 Evolution,PS2,2001,Racing,64,tbd,E
Clive Barker's Jericho,X360,2007,Shooter,63,7.4,M
Rise of the Tomb Raider,X360,2015,Adventure,nan,7.5,M
Momotarou Dentetsu Happy,SNES,1996,Misc,nan,,
Power Rangers: Time Force,PS,2001,Action,nan,,
Romance of the Three Kingdoms VII,PS2,2000,Strategy,72,8.7,E
Goosebumps HorrorLand,DS,2008,Adventure,nan,tbd,E10+
Fable III,PC,2011,Role-Playing,75,5.4,M
Littlest Pet Shop: City Friends,DS,2009,Simulation,nan,tbd,E
"Monsters, Inc.",PS2,2002,Adventure,52,7.2,E
DJ Hero,PS2,2009,Misc,87,6.4,T
Lord of Arcana,PSP,2010,Role-Playing,53,5.5,M
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,63,6.6,E10+
Quiz Magic Academy DS,DS,2008,Misc,nan,,
Tekken 6,PSP,2009,Fighting,82,8.2,T
Chicken Blaster,Wii,2009,Shooter,nan,tbd,T
Dynasty Warriors 4 Empires,PS2,2004,Action,71,8.8,T
Shenmue II,XB,2002,Adventure,80,9.3,T
Crash of the Titans,X360,2007,Action,65,6.3,E10+
LEGO Marvel's Avengers,X360,2016,Action,nan,5.7,E10+
Skylanders SWAP Force,XOne,2013,Platform,nan,5.5,E10+
Heart of Darkness,PS,1998,Platform,nan,,
Rugby World Cup 2011,PS3,2011,Sports,50,5.6,E
Virtua Striker 2,DC,1999,Sports,nan,,
F1 Race Stars,PS3,2012,Racing,61,5.6,E
Overlord II,PS3,2009,Action,72,7.6,T
WarCraft II: The Dark Saga,PS,1997,Strategy,nan,,
Shrek the Third,PSP,2007,Action,57,tbd,E10+
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,nan,,
BlazBlue: Continuum Shift,X360,2010,Fighting,85,8.7,T
MLB 07: The Show,PS3,2007,Sports,77,7.5,E
Crash Nitro Kart,XB,2003,Racing,70,8.9,E
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,77,8,E10+
